Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  644           122570           2.857           3.293        0
  645           122760           2.857           3.374        1
  646           122950           2.857           3.414        0
  647           123140           2.856            3.82        0
  648           123330           2.856            4.44        1
  649           123520           2.856           3.886        2
  650           123710           2.856           3.548        0
  651           123900           2.855           3.567        0
  652           124090           2.852           4.228        0
  653           124280           2.852           6.237        1
  654           124470           2.852           5.666        2
  655           124660           2.852           4.197        3
  656           124850           2.852           3.933        4
  657           125040           2.852           3.379        0
  658           125230           2.851           3.205        0
  659           125420           2.849           3.616        0
  660           125610           2.849           4.567        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  661           125800           2.849           3.882        0
  662           125990           2.849           4.399        0
  663           126180           2.848           4.701        0
  664           126370           2.848           11.57        1
  665           126560           2.848           12.24        2
  666           126750           2.848           9.332        0
  667           126940           2.848           10.26        1
  668           127130           2.848            7.72        2
  669           127320           2.848           6.569        3
  670           127510           2.847           3.991        0
  671           127700           2.847           3.741        1
  672           127890           2.847           3.526        0
  673           128080           2.845           3.741        0
  674           128270           2.845           4.186        1
  675           128460           2.845           3.912        2
  676           128650           2.845           3.596        0
  677           128840           2.845           3.812        1
  678           129030           2.844           3.663        0
  679           129220           2.844           3.841        0
  680           129410           2.844           4.107        1
  681           129600           2.844           4.026        0
  682           129790           2.827            4.53        0
  683           129980           2.827           7.262        1
  684           130170           2.827           6.314        2
  685           130360           2.827           4.947        0
  686           130550           2.827           5.586        1
  687           130740           2.827           4.959        2
  688           130930           2.825           4.227        0
  689           131120           2.825           3.918        1
  690           131310           2.823            3.73        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  691           131500           2.822           3.717        0
  692           131690           2.822           4.326        1
  693           131880           2.822           3.716        2
  694           132070           2.822           3.593        0
  695           132260           2.821           3.826        0
  696           132450           2.821           4.135        1
  697           132640           2.816           3.775        0
  698           132830           2.816           5.125        1
  699           133020           2.816           4.804        2
  700           133210           2.816           3.948        3
  701           133400           2.816            3.27        0
  702           133590           2.816            3.26        0
  703           133780           2.816           3.279        0
  704           133970           2.816           3.915        0
  705           134160           2.816           6.877        1
  706           134350           2.816           5.771        0
  707           134540           2.816           8.106        1
  708           134730           2.816           7.161        0
  709           134920           2.816           8.165        1
  710           135110           2.816           7.458        2
  711           135300           2.816           6.323        0
  712           135490           2.816           6.409        0
  713           135680           2.816            7.41        0
  714           135870           2.816           8.769        1
  715           136060           2.816           6.776        2
  716           136250           2.816           5.785        3
  717           136440           2.816           4.379        4
  718           136630           2.815           3.836        0
  719           136820           2.812           3.695        0
  720           137010           2.811           4.223        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  721           137200           2.811           5.559        1
  722           137390            2.81           5.025        0
  723           137580            2.81           6.118        1
  724           137770            2.81           5.038        2
  725           137960            2.81           4.357        0
  726           138150            2.81           4.963        0
Optimization terminated: time limit exceeded.
