Single objective optimization:
17 Variable(s)

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  601           114400           3.554           7.296        2
  602           114590           3.553           6.401        0
  603           114780           3.553           6.668        0
  604           114970           3.553            10.1        0
  605           115160           3.553           11.29        1
  606           115350           3.553           14.42        0
  607           115540           3.553           10.04        1
  608           115730           3.553           10.88        2
  609           115920           3.553           9.316        0
  610           116110           3.552           9.582        0
  611           116300           3.552           10.75        1
  612           116490           3.552           10.19        2
  613           116680           3.552           8.916        3
  614           116870           3.552           6.646        4
  615           117060           3.552           6.039        0
  616           117250           3.552           4.811        1
  617           117440           3.552           4.882        0
  618           117630           3.551           5.003        0
  619           117820            3.55           6.114        0
  620           118010            3.55           9.226        0
  621           118200            3.55           8.808        1
  622           118390            3.55           9.697        0
  623           118580            3.55           10.41        1
  624           118770           3.549           9.765        0
  625           118960           3.549           11.36        0
  626           119150           3.549           12.61        1
  627           119340           3.549           13.87        0
  628           119530           3.549           12.89        0
  629           119720           3.549           19.77        1
  630           119910           3.549           17.21        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  631           120100           3.549           24.75        1
  632           120290           3.549              17        2
  633           120480           3.549           12.37        3
  634           120670           3.549           14.61        4
  635           120860           3.549            10.8        5
  636           121050           3.549           8.144        6
  637           121240           3.549           5.986        7
  638           121430           3.549           5.576        8
  639           121620           3.549           4.725        9
  640           121810           3.548           4.479        0
  641           122000           3.548           3.943        0
  642           122190           3.548           3.974        0
  643           122380           3.548            4.15        0
  644           122570           3.548           4.355        1
  645           122760           3.548           4.232        0
  646           122950           3.547           4.443        0
  647           123140           3.547           6.008        1
  648           123330           3.547           5.482        0
  649           123520           3.547           6.269        1
  650           123710           3.547           5.166        0
  651           123900           3.547           5.825        0
  652           124090           3.547           8.871        0
  653           124280           3.547           9.781        0
  654           124470           3.547            9.04        0
  655           124660           3.547           14.43        0
  656           124850           3.547           25.42        0
  657           125040           3.547           26.33        1
  658           125230           3.547           26.64        2
  659           125420           3.547           27.77        3
  660           125610           3.547           22.07        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  661           125800           3.547           18.47        5
  662           125990           3.547           13.83        6
  663           126180           3.547           11.76        7
  664           126370           3.547           7.036        8
  665           126560           3.547           5.968        9
  666           126750           3.547           5.274       10
  667           126940           3.546           5.352        0
  668           127130           3.546           4.398        1
  669           127320           3.546           4.673        0
  670           127510           3.546           3.931        0
  671           127700           3.546           4.413        1
  672           127890           3.546           4.208        0
  673           128080           3.546           4.192        0
  674           128270           3.546           4.464        0
Optimization terminated: time limit exceeded.
